date,forecast_best,Product Name
2024-01-30,9.551432531399591,Travel Backpack
2024-01-31,6.913941940468471,Travel Backpack
2024-01-02,4.080573463757515,School Bag
2024-01-03,7.990283360872907,School Bag
2024-01-04,1.2105050797660049,School Bag
2024-01-05,7.240762209205034,School Bag
2024-01-06,1.3302565714560206,School Bag
2024-01-07,4.646162456233837,School Bag
2024-01-08,1.449683867398086,School Bag
2024-01-09,3.117229536629095,School Bag
2024-01-10,2.7982450967593016,School Bag
2024-01-11,4.531607851668168,School Bag
2024-01-12,5.096306095519957,School Bag
2024-01-13,5.368401181926625,School Bag
2024-01-14,9.297719007836497,School Bag
2024-01-15,2.083158514090743,School Bag
2024-01-16,8.967802317847774,School Bag
2024-01-17,5.1701723095081595,School Bag
2024-01-18,2.2369033206852986,School Bag
2024-01-19,1.193373144836419,School Bag
2024-01-20,9.717116287050828,School Bag
2024-01-21,2.3013995129205487,School Bag
2024-01-22,1.0218611076320943,School Bag
2024-01-23,2.0882175100602134,School Bag
2024-01-24,4.753705784569446,School Bag
2024-01-25,3.2669547294142913,School Bag
2024-01-26,5.982572374846255,School Bag
2024-01-27,7.850168287013147,School Bag
2024-01-28,6.464203965414656,School Bag
2024-01-29,6.36819009943055,School Bag
2024-01-30,9.639963637364245,School Bag
2024-01-31,6.540609624421325,School Bag
2024-01-02,1.6173746637934892,Laptop Bag
2024-01-03,4.8963784485947475,Laptop Bag
2024-01-04,9.643118036493851,Laptop Bag
2024-01-05,2.076879141642888,Laptop Bag
2024-01-06,2.859123584081045,Laptop Bag
2024-01-07,2.928633373784229,Laptop Bag
2024-01-08,6.684175015722751,Laptop Bag
2024-01-09,5.80312718823304,Laptop Bag
2024-01-10,4.015318851998726,Laptop Bag
2024-01-11,3.0537366601808262,Laptop Bag
2024-01-12,7.189488613025691,Laptop Bag
2024-01-13,4.3330718648634985,Laptop Bag
2024-01-14,9.864019836167216,Laptop Bag
2024-01-15,2.22302822502697,Laptop Bag
2024-01-16,4.022928391604603,Laptop Bag
2024-01-17,7.540033921802212,Laptop Bag
2024-01-18,3.7418553876733234,Laptop Bag
2024-01-19,1.1050154115160158,Laptop Bag
2024-01-20,7.4051690684961216,Laptop Bag
2024-01-21,7.746393943245927,Laptop Bag
2024-01-22,5.598214828642308,Laptop Bag
2024-01-23,9.655461350380431,Laptop Bag
2024-01-24,1.3769346331407384,Laptop Bag
2024-01-25,4.280285157038695,Laptop Bag
2024-01-26,9.738073182939297,Laptop Bag
2024-01-27,6.619359329681654,Laptop Bag
2024-01-28,4.976161164106839,Laptop Bag
2024-01-29,7.253051143278092,Laptop Bag
2024-01-30,8.213050923089028,Laptop Bag
2024-01-31,3.512846801832961,Laptop Bag
2024-01-02,3.517585587152348,Adventure Rucksack
2024-01-03,5.208677005677834,Adventure Rucksack
2024-01-04,9.14799363710651,Adventure Rucksack
2024-01-05,9.066037085206034,Adventure Rucksack
2024-01-06,6.2976715012837845,Adventure Rucksack
2024-01-07,9.96121716428491,Adventure Rucksack
2024-01-08,6.530545411332195,Adventure Rucksack
2024-01-09,9.052235938454915,Adventure Rucksack
2024-01-10,2.2886990860261545,Adventure Rucksack
2024-01-11,5.81207934879844,Adventure Rucksack
2024-01-12,8.200277454455163,Adventure Rucksack
2024-01-13,4.399521856669015,Adventure Rucksack
2024-01-14,3.7932123868656835,Adventure Rucksack
2024-01-15,7.955515233829823,Adventure Rucksack
2024-01-16,1.8963083428970777,Adventure Rucksack
2024-01-17,9.001517402036548,Adventure Rucksack
2024-01-18,7.159741699722866,Adventure Rucksack
2024-01-19,7.6183765259069816,Adventure Rucksack
2024-01-20,6.17917771105095,Adventure Rucksack
2024-01-21,7.47857268871532,Adventure Rucksack
2024-01-22,8.03906764496449,Adventure Rucksack
2024-01-23,5.535912711424317,Adventure Rucksack
2024-01-24,5.835878239181073,Adventure Rucksack
2024-01-25,8.34141957422901,Adventure Rucksack
2024-01-26,8.104211925346117,Adventure Rucksack
2024-01-27,8.544762867051618,Adventure Rucksack
2024-01-28,8.947443019642652,Adventure Rucksack
2024-01-29,4.647936091246866,Adventure Rucksack
2024-01-30,3.5693907375310063,Adventure Rucksack
2024-01-31,3.6807746785330164,Adventure Rucksack
2024-01-02,4.159470188396114,Hardcover Novel
2024-01-03,4.803678638554286,Hardcover Novel
2024-01-04,1.9278699508441193,Hardcover Novel
2024-01-05,7.117340776517183,Hardcover Novel
2024-01-06,3.078590501446991,Hardcover Novel
2024-01-07,9.614874247805774,Hardcover Novel
2024-01-08,4.502478410261267,Hardcover Novel
2024-01-09,3.275699100824899,Hardcover Novel
2024-01-10,6.273041772423296,Hardcover Novel
2024-01-11,1.167496043731897,Hardcover Novel
2024-01-12,2.425000740107752,Hardcover Novel
2024-01-13,3.422700152833518,Hardcover Novel
2024-01-14,3.954981319290953,Hardcover Novel
2024-01-15,2.9100392996970994,Hardcover Novel
2024-01-16,5.216465484387915,Hardcover Novel
2024-01-17,1.6952794890100522,Hardcover Novel
2024-01-18,6.739089807184957,Hardcover Novel
2024-01-19,6.931484189967132,Hardcover Novel
2024-01-20,2.7854444274991486,Hardcover Novel
2024-01-21,8.449984990430181,Hardcover Novel
2024-01-22,3.8790392993518537,Hardcover Novel
2024-01-23,5.809158490987723,Hardcover Novel
2024-01-24,5.857399120610819,Hardcover Novel
2024-01-25,3.0982359557241885,Hardcover Novel
2024-01-26,9.173959032491421,Hardcover Novel
2024-01-27,3.458245343704398,Hardcover Novel
2024-01-28,5.810720001100294,Hardcover Novel
2024-01-29,2.0674361625732365,Hardcover Novel
2024-01-30,1.2251931751901823,Hardcover Novel
2024-01-31,9.375727408281719,Hardcover Novel
2024-01-02,8.586269478425004,Science Textbook
2024-01-03,8.823806186531263,Science Textbook
2024-01-04,3.418989260401978,Science Textbook
2024-01-05,5.135653526758938,Science Textbook
2024-01-06,3.9448227859983067,Science Textbook
2024-01-07,5.3298464932109795,Science Textbook
2024-01-08,8.153604653269355,Science Textbook
2024-01-09,9.159957017826251,Science Textbook
2024-01-10,2.5640508210026876,Science Textbook
2024-01-11,1.1657738103658957,Science Textbook
2024-01-12,4.681663378181975,Science Textbook
2024-01-13,5.940794839427318,Science Textbook
2024-01-14,9.348830067953012,Science Textbook
2024-01-15,7.4075516565772235,Science Textbook
2024-01-16,3.7595841229183207,Science Textbook
2024-01-17,8.481641566040082,Science Textbook
2024-01-18,1.9135784657636519,Science Textbook
2024-01-19,8.166126737588577,Science Textbook
2024-01-20,3.6479975477752933,Science Textbook
2024-01-21,7.734282300350216,Science Textbook
2024-01-22,1.7134674519652127,Science Textbook
2024-01-23,6.2022380987198895,Science Textbook
2024-01-24,8.234827701065635,Science Textbook
2024-01-25,1.5042811784656083,Science Textbook
2024-01-26,7.077277881545524,Science Textbook
2024-01-27,2.338581128784917,Science Textbook
2024-01-28,7.370038917936289,Science Textbook
2024-01-29,3.42979315151503,Science Textbook
2024-01-30,6.668652659390054,Science Textbook
2024-01-31,7.205255032077613,Science Textbook
2024-01-02,9.860206273467474,Comic Book
2024-01-03,3.474071903188232,Comic Book
2024-01-04,1.5053388312141371,Comic Book
2024-01-05,2.072539552393958,Comic Book
2024-01-06,9.987064760556269,Comic Book
2024-01-07,8.620282010339157,Comic Book
2024-01-08,4.064872453368169,Comic Book
2024-01-09,1.4429864071938967,Comic Book
2024-01-10,4.108339840694731,Comic Book
2024-01-11,1.044207192329079,Comic Book
2024-01-12,4.537738861373031,Comic Book
2024-01-13,2.349918163085918,Comic Book
2024-01-14,2.945706563711496,Comic Book
2024-01-15,4.367549443255786,Comic Book
2024-01-16,7.213176381613387,Comic Book
2024-01-17,4.827015577016649,Comic Book
2024-01-18,8.544120666238381,Comic Book
2024-01-19,6.938168479833766,Comic Book
2024-01-20,2.9978916207472217,Comic Book
2024-01-21,1.1767135420838908,Comic Book
2024-01-22,6.871983868402989,Comic Book
2024-01-23,1.6891352285406567,Comic Book
2024-01-24,1.9962143174074571,Comic Book
2024-01-25,7.560751843960761,Comic Book
2024-01-26,7.7860642871838,Comic Book
2024-01-27,5.195493522972035,Comic Book
2024-01-28,8.421848789746019,Comic Book
2024-01-29,4.362498803297748,Comic Book
2024-01-30,5.333589649428412,Comic Book
2024-01-31,7.8606139769659915,Comic Book
2024-01-02,8.757835415803243,Children's Story Book
2024-01-03,8.421081387864106,Children's Story Book
2024-01-04,5.564770600903507,Children's Story Book
2024-01-05,8.039663086956166,Children's Story Book
2024-01-06,9.711558478535254,Children's Story Book
2024-01-07,1.358146630916249,Children's Story Book
2024-01-08,2.6552874374574644,Children's Story Book
2024-01-09,8.282468899133482,Children's Story Book
2024-01-10,2.0546232984465114,Children's Story Book
2024-01-11,4.997034021507421,Children's Story Book
2024-01-12,7.548718582823511,Children's Story Book
2024-01-13,5.411102519231795,Children's Story Book
2024-01-14,8.237816077996804,Children's Story Book
2024-01-15,3.720699427570781,Children's Story Book
2024-01-16,8.170657777065559,Children's Story Book
2024-01-17,3.515467250786183,Children's Story Book
2024-01-18,1.9480906589858749,Children's Story Book
2024-01-19,2.1642821310581093,Children's Story Book
2024-01-20,4.268848847592309,Children's Story Book
2024-01-21,9.887075339128492,Children's Story Book
2024-01-22,5.7601546828929004,Children's Story Book
2024-01-23,8.048373593095587,Children's Story Book
2024-01-24,4.044030779820952,Children's Story Book
2024-01-25,9.465011702894772,Children's Story Book
2024-01-26,1.629442966852174,Children's Story Book
2024-01-27,5.05514766400054,Children's Story Book
2024-01-28,6.485851268774025,Children's Story Book
2024-01-29,8.032796938498421,Children's Story Book
2024-01-30,9.704120744896276,Children's Story Book
2024-01-31,5.727112457519679,Children's Story Book
2024-01-02,7.936527374590516,Notebook
2024-01-03,6.2835875790848155,Notebook
2024-01-04,5.722093643906776,Notebook
2024-01-05,1.9565111788592904,Notebook
2024-01-06,8.190916323519541,Notebook
2024-01-07,8.683588131468229,Notebook
2024-01-08,7.967696671446829,Notebook
2024-01-09,4.195302182344079,Notebook
2024-01-10,8.166952591383193,Notebook
2024-01-11,7.503702115226395,Notebook
2024-01-12,1.5422714302680454,Notebook
2024-01-13,2.998710639999102,Notebook
2024-01-14,3.0293613873702663,Notebook
2024-01-15,9.617218533923667,Notebook
2024-01-16,5.745721069782803,Notebook
2024-01-17,4.545107936181992,Notebook
2024-01-18,8.747847831444599,Notebook
2024-01-19,4.801667003449276,Notebook
2024-01-20,4.680656030802051,Notebook
2024-01-21,4.49533960400222,Notebook
2024-01-22,4.923516104189577,Notebook
2024-01-23,3.467550669223577,Notebook
2024-01-24,9.842344038495511,Notebook
2024-01-25,8.559948862085598,Notebook
2024-01-26,4.496591560612517,Notebook
2024-01-27,7.718128126269622,Notebook
2024-01-28,1.674861408908198,Notebook
2024-01-29,6.896169801629325,Notebook
2024-01-30,2.712281434233635,Notebook
2024-01-31,7.025719017925718,Notebook
2024-01-02,5.245250983465433,Stationery Set
2024-01-03,9.900558459348968,Stationery Set
2024-01-04,8.782642930567313,Stationery Set
2024-01-05,9.321048579190569,Stationery Set
2024-01-06,9.591370616017224,Stationery Set
2024-01-07,6.25328639305009,Stationery Set
2024-01-08,9.20206634180251,Stationery Set
2024-01-09,4.825332048666157,Stationery Set
2024-01-10,2.5095922385505824,Stationery Set
2024-01-11,7.0242332238586105,Stationery Set
2024-01-12,5.267748186329255,Stationery Set
2024-01-13,1.2477255872317263,Stationery Set
2024-01-14,9.85798030622704,Stationery Set
2024-01-15,8.751207435580945,Stationery Set
2024-01-16,5.983855172152555,Stationery Set
2024-01-17,9.725105635378398,Stationery Set
2024-01-18,5.838021713772354,Stationery Set
2024-01-19,6.073556206496408,Stationery Set
2024-01-20,7.453099150132793,Stationery Set
2024-01-21,8.402153180215274,Stationery Set
2024-01-22,7.453437518018558,Stationery Set
2024-01-23,9.709181837399967,Stationery Set
2024-01-24,4.239847790332411,Stationery Set
2024-01-25,1.4715778607705443,Stationery Set
2024-01-26,5.163685591538917,Stationery Set
2024-01-27,9.368632526133245,Stationery Set
2024-01-28,9.752210788262008,Stationery Set
2024-01-29,5.248535642533379,Stationery Set
2024-01-30,7.2607796196413705,Stationery Set
2024-01-31,9.405575298216505,Stationery Set
2024-01-02,3.524893499578411,Wireless Mouse
2024-01-03,2.6579728512825596,Wireless Mouse
2024-01-04,5.136440308811706,Wireless Mouse
2024-01-05,9.72910113036909,Wireless Mouse
2024-01-06,7.388286353426875,Wireless Mouse
2024-01-07,6.8324399843193575,Wireless Mouse
2024-01-08,9.477156660872986,Wireless Mouse
2024-01-09,1.5102868712077275,Wireless Mouse
2024-01-10,6.909870127151015,Wireless Mouse
2024-01-11,3.848295807967973,Wireless Mouse
2024-01-12,5.104435866727049,Wireless Mouse
2024-01-13,7.103425985976749,Wireless Mouse
2024-01-14,7.131114869983214,Wireless Mouse
2024-01-15,4.113475923042514,Wireless Mouse
2024-01-16,1.2839625733892575,Wireless Mouse
2024-01-17,5.838922820114813,Wireless Mouse
2024-01-18,7.4392809677226,Wireless Mouse
2024-01-19,5.501125245385799,Wireless Mouse
2024-01-20,8.129235001753353,Wireless Mouse
2024-01-21,5.624018847949051,Wireless Mouse
2024-01-22,8.120338805691508,Wireless Mouse
2024-01-23,7.924482106563525,Wireless Mouse
2024-01-24,3.588515459513332,Wireless Mouse
2024-01-25,3.484776783168431,Wireless Mouse
2024-01-26,9.460332704912442,Wireless Mouse
2024-01-27,9.963667127338145,Wireless Mouse
2024-01-28,6.541286928278414,Wireless Mouse
2024-01-29,6.380613587023927,Wireless Mouse
2024-01-30,3.1768202708498716,Wireless Mouse
2024-01-31,2.3246293848392883,Wireless Mouse
2024-01-02,8.7031625911712,Bluetooth Speaker
2024-01-03,9.204637879781075,Bluetooth Speaker
2024-01-04,2.9922706289822028,Bluetooth Speaker
2024-01-05,3.5843815651107653,Bluetooth Speaker
2024-01-06,7.428398827148332,Bluetooth Speaker
2024-01-07,4.504579900010656,Bluetooth Speaker
2024-01-08,9.67761819787243,Bluetooth Speaker
2024-01-09,9.981306292013977,Bluetooth Speaker
2024-01-10,1.3509267202981996,Bluetooth Speaker
2024-01-11,8.404872363422415,Bluetooth Speaker
2024-01-12,1.3771662808255285,Bluetooth Speaker
2024-01-13,2.0981673818221616,Bluetooth Speaker
2024-01-14,5.546080054834574,Bluetooth Speaker
2024-01-15,1.9692425331235337,Bluetooth Speaker
2024-01-16,6.232967602020908,Bluetooth Speaker
2024-01-17,8.124859724129212,Bluetooth Speaker
2024-01-18,4.026381459864732,Bluetooth Speaker
2024-01-19,2.3596987939527416,Bluetooth Speaker
2024-01-20,3.540135157878744,Bluetooth Speaker
2024-01-21,1.946063536764532,Bluetooth Speaker
2024-01-22,7.433374583953353,Bluetooth Speaker
2024-01-23,9.630037345638916,Bluetooth Speaker
2024-01-24,1.4123829856116186,Bluetooth Speaker
2024-01-25,1.3395549836028278,Bluetooth Speaker
2024-01-26,2.6581108164393275,Bluetooth Speaker
2024-01-27,3.2032583665111263,Bluetooth Speaker
2024-01-28,7.58444635096361,Bluetooth Speaker
2024-01-29,2.5804914491447977,Bluetooth Speaker
2024-01-30,7.295479183761847,Bluetooth Speaker
2024-01-31,7.212778784114924,Bluetooth Speaker
2024-01-02,7.105714721321131,Smart Watch
2024-01-03,2.383267428136567,Smart Watch
2024-01-04,9.001590085462169,Smart Watch
2024-01-05,3.926886962319312,Smart Watch
2024-01-06,5.360234114844775,Smart Watch
2024-01-07,7.724338064920592,Smart Watch
2024-01-08,6.0622685031533585,Smart Watch
2024-01-09,2.7145406521432456,Smart Watch
2024-01-10,4.284013236839387,Smart Watch
2024-01-11,1.6332577762916394,Smart Watch
2024-01-12,2.2697065992608434,Smart Watch
2024-01-13,6.097339295590455,Smart Watch
2024-01-14,2.3293735052371307,Smart Watch
2024-01-15,8.392351669960163,Smart Watch
2024-01-16,8.25744536189889,Smart Watch
2024-01-17,9.39176041508754,Smart Watch
2024-01-18,1.5124169926854962,Smart Watch
2024-01-19,1.4872942035460852,Smart Watch
2024-01-20,7.156873832460294,Smart Watch
2024-01-21,1.078834926287081,Smart Watch
2024-01-22,9.774596042573787,Smart Watch
2024-01-23,7.598259420214221,Smart Watch
2024-01-24,4.586356941087573,Smart Watch
2024-01-25,9.900713313769867,Smart Watch
2024-01-26,6.419945150545757,Smart Watch
2024-01-27,5.156369463688178,Smart Watch
2024-01-28,5.788921404411952,Smart Watch
2024-01-29,8.91717917299519,Smart Watch
2024-01-30,2.1042850354640636,Smart Watch
2024-01-31,6.750335640691309,Smart Watch
2024-01-02,4.332993747489694,LED Desk Lamp
2024-01-03,7.577567075644797,LED Desk Lamp
2024-01-04,7.85046671726552,LED Desk Lamp
2024-01-05,9.95903566700969,LED Desk Lamp
2024-01-06,8.277676335531613,LED Desk Lamp
2024-01-07,4.882144867869466,LED Desk Lamp
2024-01-08,1.9174478800714794,LED Desk Lamp
2024-01-09,8.435556066215872,LED Desk Lamp
2024-01-10,8.95373979410743,LED Desk Lamp
2024-01-11,7.651193770558028,LED Desk Lamp
2024-01-12,4.2204648179655795,LED Desk Lamp
2024-01-13,1.8362833327784553,LED Desk Lamp
2024-01-14,5.157082956226639,LED Desk Lamp
2024-01-15,4.564874621194116,LED Desk Lamp
2024-01-16,8.868091582303368,LED Desk Lamp
2024-01-17,1.545932695003064,LED Desk Lamp
2024-01-18,5.490687334929484,LED Desk Lamp
2024-01-19,4.898658732845444,LED Desk Lamp
2024-01-20,6.351848560436015,LED Desk Lamp
2024-01-21,3.2507519741444266,LED Desk Lamp
2024-01-22,1.5786936487965102,LED Desk Lamp
2024-01-23,7.96167174819729,LED Desk Lamp
2024-01-24,5.617698607674081,LED Desk Lamp
2024-01-25,8.13265889439533,LED Desk Lamp
2024-01-26,8.537140548410028,LED Desk Lamp
2024-01-27,8.456046791205164,LED Desk Lamp
2024-01-28,1.465048307872329,LED Desk Lamp
2024-01-29,7.021080723637052,LED Desk Lamp
2024-01-30,3.4645583667987694,LED Desk Lamp
2024-01-31,1.0723775936701532,LED Desk Lamp
2024-01-02,5.6947672303250085,Water Bottle
2024-01-03,1.7384153442971173,Water Bottle
2024-01-04,2.13668485576295,Water Bottle
2024-01-05,7.456294362768668,Water Bottle
2024-01-06,4.6786937743121175,Water Bottle
2024-01-07,1.2861071699605122,Water Bottle
2024-01-08,8.708377997627826,Water Bottle
2024-01-09,1.009032258123883,Water Bottle
2024-01-10,5.300387184540222,Water Bottle
2024-01-11,5.724303182430248,Water Bottle
2024-01-12,9.1725070493518,Water Bottle
2024-01-13,4.760059383779369,Water Bottle
2024-01-14,5.414701940416262,Water Bottle
2024-01-15,5.296738654395045,Water Bottle
2024-01-16,1.5563871732780106,Water Bottle
2024-01-17,1.0163769436280448,Water Bottle
2024-01-18,3.83113563352309,Water Bottle
2024-01-19,9.55335088295618,Water Bottle
2024-01-20,3.6213717015304754,Water Bottle
2024-01-21,2.1993332270966572,Water Bottle
2024-01-22,1.8742253224834717,Water Bottle
2024-01-23,9.003940194449894,Water Bottle
2024-01-24,5.952257772658742,Water Bottle
2024-01-25,2.8508920346803186,Water Bottle
2024-01-26,3.6382207915477958,Water Bottle
2024-01-27,3.428352627642018,Water Bottle
2024-01-28,8.985073078907364,Water Bottle
2024-01-29,8.769416099019196,Water Bottle
2024-01-30,7.436626958969641,Water Bottle
2024-01-31,6.3075456513338075,Water Bottle
2024-01-02,5.895764825375439,Coffee Mug
2024-01-03,9.658002194268668,Coffee Mug
2024-01-04,3.052339044880036,Coffee Mug
2024-01-05,3.45341185318126,Coffee Mug
2024-01-06,3.176475053043867,Coffee Mug
2024-01-07,6.769878874537064,Coffee Mug
2024-01-08,3.5955308511971884,Coffee Mug
2024-01-09,3.360563689589059,Coffee Mug
2024-01-10,4.369522392612549,Coffee Mug
2024-01-11,5.487501372290162,Coffee Mug
2024-01-12,9.936411204327511,Coffee Mug
2024-01-13,2.879767049330404,Coffee Mug
2024-01-14,7.2791356303969765,Coffee Mug
2024-01-15,6.975291069943856,Coffee Mug
2024-01-16,1.7505997204743826,Coffee Mug
2024-01-17,2.925650188662248,Coffee Mug
2024-01-18,3.8374538366744697,Coffee Mug
2024-01-19,3.704728488745344,Coffee Mug
2024-01-20,6.9443214592878615,Coffee Mug
2024-01-21,3.76780131435355,Coffee Mug
2024-01-22,3.2792090798024303,Coffee Mug
2024-01-23,5.399285709017149,Coffee Mug
2024-01-24,6.935156847876618,Coffee Mug
2024-01-25,1.901279439588309,Coffee Mug
2024-01-26,4.961463263594568,Coffee Mug
2024-01-27,2.3754080656523446,Coffee Mug
2024-01-28,1.6774875514997643,Coffee Mug
2024-01-29,1.6086304320391318,Coffee Mug
2024-01-30,1.9729259290478485,Coffee Mug
2024-01-31,4.152957227273221,Coffee Mug
2024-01-02,2.267849309675806,Pen Set
2024-01-03,6.275276522939394,Pen Set
2024-01-04,3.3283368993831393,Pen Set
2024-01-05,9.239405388488695,Pen Set
2024-01-06,8.763024508436168,Pen Set
2024-01-07,7.961550202193148,Pen Set
2024-01-08,7.5394804278377165,Pen Set
2024-01-09,1.0116224815023078,Pen Set
2024-01-10,8.823160553694375,Pen Set
2024-01-11,2.704696723094198,Pen Set
2024-01-12,5.032686981907396,Pen Set
2024-01-13,8.144567139938927,Pen Set
2024-01-14,1.7800468336870114,Pen Set
2024-01-15,6.092685331786379,Pen Set
2024-01-16,3.312391724388724,Pen Set
2024-01-17,6.395484968704597,Pen Set
2024-01-18,5.216364455523608,Pen Set
2024-01-19,2.4166840842788964,Pen Set
2024-01-20,8.056419063961712,Pen Set
2024-01-21,1.7508795165728368,Pen Set
2024-01-22,1.857214423583056,Pen Set
2024-01-23,2.476866373025663,Pen Set
2024-01-24,1.6581490000409955,Pen Set
2024-01-25,4.823723161495606,Pen Set
2024-01-26,2.525432846147404,Pen Set
2024-01-27,8.47775694245772,Pen Set
2024-01-28,4.934590365668698,Pen Set
2024-01-29,3.5366532724235977,Pen Set
2024-01-30,3.275245940676569,Pen Set
2024-01-31,2.8107132296758577,Pen Set
2024-01-02,9.220377338880153,Calculator
2024-01-03,4.175468009010019,Calculator
2024-01-04,7.239474967441039,Calculator
2024-01-05,9.916915167565225,Calculator
2024-01-06,3.3841748007796664,Calculator
2024-01-07,9.969308486561978,Calculator
2024-01-08,4.160484395895022,Calculator
2024-01-09,8.007211735232902,Calculator
2024-01-10,6.556156390102669,Calculator
2024-01-11,8.422374453908796,Calculator
2024-01-12,7.02255063774813,Calculator
2024-01-13,8.686999405334106,Calculator
2024-01-14,1.666817542246775,Calculator
2024-01-15,2.0935463479445917,Calculator
2024-01-16,3.9930448489932084,Calculator
2024-01-17,8.248766015305678,Calculator
2024-01-18,1.0977825910627494,Calculator
2024-01-19,2.381930453333767,Calculator
2024-01-20,5.903910417686956,Calculator
2024-01-21,2.902270452607733,Calculator
2024-01-22,3.0323291177089655,Calculator
2024-01-23,3.7082334015790868,Calculator
2024-01-24,5.011110489467175,Calculator
2024-01-25,1.5773341340292633,Calculator
2024-01-26,7.102813518823756,Calculator
2024-01-27,8.6555803718989,Calculator
2024-01-28,4.581527517683426,Calculator
2024-01-29,3.538409775735266,Calculator
2024-01-30,8.546802788881187,Calculator
2024-01-31,9.610957421414922,Calculator
2024-01-02,5.948769424880867,Diary Planner
2024-01-03,9.033142253261962,Diary Planner
2024-01-04,8.026404947724444,Diary Planner
2024-01-05,6.460053231318891,Diary Planner
2024-01-06,1.3386356361510001,Diary Planner
2024-01-07,2.0104704325212968,Diary Planner
2024-01-08,5.225846325478296,Diary Planner
2024-01-09,8.574101072632168,Diary Planner
2024-01-10,8.402862302926355,Diary Planner
2024-01-11,5.941758731135954,Diary Planner
2024-01-12,9.31690368106397,Diary Planner
2024-01-13,5.1874110895438665,Diary Planner
2024-01-14,2.5066373950161585,Diary Planner
2024-01-15,4.096503032392691,Diary Planner
2024-01-16,7.277344486491222,Diary Planner
2024-01-17,7.848662848579331,Diary Planner
2024-01-18,2.741484974973774,Diary Planner
2024-01-19,4.664408021212878,Diary Planner
2024-01-20,7.889730198052201,Diary Planner
2024-01-21,1.882073651959363,Diary Planner
2024-01-22,9.676726866279438,Diary Planner
2024-01-23,1.3980837366323446,Diary Planner
2024-01-24,4.100519532682407,Diary Planner
2024-01-25,3.478361572010315,Diary Planner
2024-01-26,9.132819148538319,Diary Planner
2024-01-27,2.704184589988156,Diary Planner
2024-01-28,7.2498812568131346,Diary Planner
2024-01-29,9.368985217519468,Diary Planner
2024-01-30,3.2445564344568196,Diary Planner
2024-01-31,4.969392722997748,Diary Planner
